cluster,valid_utc,model,metar_changed,pws_live,consistency_residual,persistence_brier,q_actual,q_brier,q_log_loss,q_top_correct,q_minus_persistence_brier
istanbul/2026-05-24,2026-05-24T10:50:00+00:00,recorded_legacy,True,True,0.09244095738699198,2.0,0.050729108497346735,1.5961432680830687,2.9812554010382075,0.0,-0.4038567319169313
istanbul/2026-05-24,2026-05-24T11:20:00+00:00,recorded_legacy,False,True,0.0045248917388792664,0.0,0.33463036866766455,0.8748634715191764,1.0947287334371811,0.0,0.8748634715191764
istanbul/2026-05-24,2026-05-24T11:50:00+00:00,recorded_legacy,False,True,0.004216997211561657,0.0,0.19181298981089323,1.2694406578021105,1.651234393013298,0.0,1.2694406578021105
istanbul/2026-05-24,2026-05-24T12:20:00+00:00,recorded_legacy,False,True,0.08546123672312778,0.0,0.688919885999836,0.16730468549248959,0.37263029049124086,1.0,0.16730468549248959
istanbul/2026-05-25,2026-05-25T12:20:00+00:00,recorded_legacy,False,True,0.008663075238181328,0.0,0.8030383993901066,0.06036923328978952,0.21935274626575135,1.0,0.06036923328978952
istanbul/2026-05-25,2026-05-25T12:50:00+00:00,recorded_legacy,True,True,0.09408719247494979,2.0,0.07409252770399113,1.5235904565041343,2.6024405924667353,0.0,-0.47640954349586573
istanbul/2026-05-25,2026-05-25T13:20:00+00:00,recorded_legacy,False,True,0.037871159690844314,0.0,0.6102622600108101,0.2822531935148415,0.49386647976616055,1.0,0.2822531935148415
istanbul/2026-05-25,2026-05-25T13:50:00+00:00,recorded_legacy,True,True,0.014571846566176605,2.0,0.013124254146060534,1.453874529644827,4.333293299085979,0.0,-0.546125470355173
istanbul/2026-05-25,2026-05-25T14:20:00+00:00,recorded_legacy,True,True,0.13426925816633017,2.0,0.13364365558966235,1.3037437925902333,2.012578307859447,0.0,-0.6962562074097667
istanbul/2026-06-06,2026-06-06T13:50:00+00:00,recorded_legacy,False,True,0.802182796317904,0.0,0.7644517768773281,0.08834651150975859,0.2685963335916265,1.0,0.08834651150975859
istanbul/2026-06-06,2026-06-06T14:20:00+00:00,recorded_legacy,False,True,0.03972780666439979,0.0,0.8176624870307942,0.05545454342293474,0.20130563506712013,1.0,0.05545454342293474
istanbul/2026-06-10,2026-06-10T12:20:00+00:00,recorded_legacy,True,True,0.007325775270156977,2.0,0.13965183023805758,1.312608672333389,1.9686028807831157,0.0,-0.687391327666611
istanbul/2026-06-10,2026-06-10T12:50:00+00:00,recorded_legacy,True,True,0.020983677125764433,2.0,0.4531813588274928,0.5745288165140289,0.7914628830054596,0.0,-1.4254711834859712
istanbul/2026-06-10,2026-06-10T13:20:00+00:00,recorded_legacy,False,True,0.004545694840767278,0.0,0.7463036654101813,0.09750617216957125,0.29262270341349406,1.0,0.09750617216957125
istanbul/2026-06-10,2026-06-10T13:50:00+00:00,recorded_legacy,False,True,0.0047564288725601145,0.0,0.7454561871727777,0.09845150048187445,0.29375891622564243,1.0,0.09845150048187445
istanbul/2026-06-10,2026-06-10T14:20:00+00:00,recorded_legacy,True,True,0.0003962688105468848,2.0,0.12505387040534138,1.342806709895867,2.079010671275091,0.0,-0.6571932901041331
istanbul/2026-06-10,2026-06-10T14:50:00+00:00,recorded_legacy,True,True,0.0011330895771461957,2.0,0.7482668922069232,0.1086389097863541,0.28999555688514556,1.0,-1.891361090213646
istanbul/2026-06-11,2026-06-11T10:20:00+00:00,recorded_legacy,False,True,0.19469555538693017,0.0,0.6724035371775076,0.1642903426876835,0.39689661693577305,1.0,0.1642903426876835
istanbul/2026-06-11,2026-06-11T10:50:00+00:00,recorded_legacy,False,True,0.05688369017285799,0.0,0.7848471460452215,0.06941587915216924,0.24226629857355075,1.0,0.06941587915216924
istanbul/2026-06-11,2026-06-11T11:20:00+00:00,recorded_legacy,True,True,0.10286055600469446,2.0,0.1260492389689827,1.3848116070592147,2.0710826628992964,0.0,-0.6151883929407853
istanbul/2026-06-11,2026-06-11T11:50:00+00:00,recorded_legacy,True,True,0.07233300908059137,2.0,0.2386574012014435,1.0788186204912076,1.4327262232248474,0.0,-0.9211813795087924
istanbul/2026-06-11,2026-06-11T12:20:00+00:00,recorded_legacy,True,True,0.09693752935433797,2.0,0.14254367868527362,1.3064126167281824,1.9481068091505582,0.0,-0.6935873832718176
istanbul/2026-06-11,2026-06-11T12:50:00+00:00,recorded_legacy,True,True,0.01167175588971181,2.0,0.1638005316239294,1.2591252600454932,1.8091058620011002,0.0,-0.7408747399545068
istanbul/2026-06-11,2026-06-11T13:20:00+00:00,recorded_legacy,False,True,0.09768590380557274,0.0,0.6887770085584256,0.16758722066342305,0.3728377054059249,1.0,0.16758722066342305
istanbul/2026-06-11,2026-06-11T13:50:00+00:00,recorded_legacy,True,True,0.03998858442833797,2.0,0.31935329418315866,0.8799356605191776,1.1414572837524672,0.0,-1.1200643394808223
istanbul/2026-06-11,2026-06-11T14:20:00+00:00,recorded_legacy,False,True,0.0007884265807639797,0.0,0.7338070413257104,0.11170938519710934,0.3095091714055624,1.0,0.11170938519710934
istanbul/2026-06-11,2026-06-11T14:50:00+00:00,recorded_legacy,False,True,0.0833979288109774,0.0,0.7904898619422499,0.06676902235059758,0.2351024472823387,1.0,0.06676902235059758
istanbul/2026-06-11,2026-06-11T15:20:00+00:00,recorded_legacy,False,True,0.030659682098130303,0.0,0.7132548402797908,0.14843479941914522,0.3379165026798109,1.0,0.14843479941914522
istanbul/2026-06-11,2026-06-11T15:50:00+00:00,recorded_legacy,False,True,0.007082213146602734,0.0,0.5579882273045661,0.3844153649606776,0.5834174148438833,1.0,0.3844153649606776
istanbul/2026-06-11,2026-06-11T16:20:00+00:00,recorded_legacy,True,True,0.0008474128915424428,2.0,0.631335011947551,0.2669121209412985,0.4599186350679199,1.0,-1.7330878790587014
istanbul/2026-06-12,2026-06-12T10:20:00+00:00,recorded_legacy,True,True,0.02210610549630329,2.0,0.247497004767399,1.0745062095410307,1.3963567989965242,0.0,-0.9254937904589693
istanbul/2026-06-12,2026-06-12T10:50:00+00:00,recorded_legacy,False,True,0.1578096739580419,0.0,0.7011756579314419,0.14546626208556873,0.3549968414100773,1.0,0.14546626208556873
istanbul/2026-06-12,2026-06-12T11:20:00+00:00,recorded_legacy,True,True,0.09724173264090563,2.0,0.3225523745565986,0.9010017264976646,1.1314897542061555,0.0,-1.0989982735023354
london/2026-06-11,2026-06-11T15:20:00+00:00,recorded_legacy,True,True,0.03169020841197123,2.0,0.5746816944371298,0.35754257537550227,0.5539389663558856,1.0,-1.6424574246244976
london/2026-06-11,2026-06-11T15:50:00+00:00,recorded_legacy,False,True,0.02292324752034025,0.0,0.8133864465590511,0.059455005493680144,0.20654894834878249,1.0,0.059455005493680144
london/2026-06-11,2026-06-11T16:20:00+00:00,recorded_legacy,False,True,0.07780986041478,0.0,0.6525090743833271,0.23620964076558554,0.42693023278110703,1.0,0.23620964076558554
madrid/2026-06-11,2026-06-11T13:00:00+00:00,recorded_legacy,False,False,0.020772938402941143,0.0,0.6367013493078436,0.19570152128873278,0.45145457274066536,1.0,0.19570152128873278
madrid/2026-06-11,2026-06-11T13:30:00+00:00,recorded_legacy,True,False,0.18992319452789921,2.0,0.17845903705790295,1.1121861457886142,1.7233961883674387,0.0,-0.8878138542113858
madrid/2026-06-11,2026-06-11T14:00:00+00:00,recorded_legacy,False,False,0.0476890096262248,0.0,0.6367013493078436,0.19570152128873278,0.45145457274066536,1.0,0.19570152128873278
madrid/2026-06-11,2026-06-11T14:30:00+00:00,recorded_legacy,True,False,0.37076094026151707,2.0,0.17845903705790295,1.1121861457886142,1.7233961883674387,0.0,-0.8878138542113858
madrid/2026-06-11,2026-06-11T15:00:00+00:00,recorded_legacy,True,False,0.07059218247606736,2.0,0.178459037057903,1.112186145788614,1.7233961883674382,0.0,-0.887813854211386
madrid/2026-06-11,2026-06-11T15:30:00+00:00,recorded_legacy,True,False,0.48795667942595833,2.0,0.17845903705790295,1.1121861457886142,1.7233961883674387,0.0,-0.8878138542113858
madrid/2026-06-11,2026-06-11T16:00:00+00:00,recorded_legacy,False,False,0.08593818188957258,0.0,0.6367013493078436,0.1957015212887328,0.45145457274066536,1.0,0.1957015212887328
madrid/2026-06-11,2026-06-11T16:30:00+00:00,recorded_legacy,False,False,0.1313538045931485,0.0,0.6367013493078436,0.1957015212887328,0.45145457274066536,1.0,0.1957015212887328
milan/2026-05-24,2026-05-24T14:20:00+00:00,recorded_legacy,False,True,0.055221588223395957,0.0,0.7511494888398023,0.1055671579567094,0.28615059397742754,1.0,0.1055671579567094
milan/2026-05-24,2026-05-24T14:50:00+00:00,recorded_legacy,False,True,0.014623752457416428,0.0,0.8215478429123851,0.05247149987544848,0.1965651047193122,1.0,0.05247149987544848
milan/2026-05-24,2026-05-24T15:20:00+00:00,recorded_legacy,False,True,0.08657573341076852,0.0,0.8423265836404417,0.03750262524669763,0.17158747338425445,1.0,0.03750262524669763
milan/2026-06-11,2026-06-11T14:50:00+00:00,recorded_legacy,False,True,0.6131199300921601,0.0,0.6015010678502665,0.3060230863419807,0.5083269682568157,1.0,0.3060230863419807
milan/2026-06-11,2026-06-11T15:20:00+00:00,recorded_legacy,False,True,0.15281388910897975,0.0,0.7804016004136515,0.07616092835861607,0.24794661947458219,1.0,0.07616092835861607
milan/2026-06-11,2026-06-11T15:50:00+00:00,recorded_legacy,True,True,0.0942139952154254,2.0,0.06358747059929556,1.5930914953381636,2.7553388311994613,0.0,-0.40690850466183637
milan/2026-06-11,2026-06-11T16:20:00+00:00,recorded_legacy,False,True,0.0018564011069011066,0.0,0.6210514352923453,0.2751180133308667,0.47634137392086634,1.0,0.2751180133308667
moscow/2026-06-11,2026-06-11T12:00:00+00:00,recorded_legacy,False,False,0.26114434041024526,0.0,0.6367013493078436,0.19570152128873278,0.45145457274066536,1.0,0.19570152128873278
moscow/2026-06-11,2026-06-11T13:00:00+00:00,recorded_legacy,True,False,0.18203134615566285,2.0,0.17845903705790295,1.1121861457886142,1.7233961883674387,0.0,-0.8878138542113858
moscow/2026-06-11,2026-06-11T13:30:00+00:00,recorded_legacy,True,False,0.18164932534607814,2.0,0.0031902882881751716,1.46272364332807,5.747643993800024,0.0,-0.5372763566719301
moscow/2026-06-11,2026-06-11T14:00:00+00:00,recorded_legacy,True,False,0.0,2.0,0.22866554771340342,0.8974618208845585,1.4754948333179518,0.0,-1.1025381791154416
moscow/2026-06-11,2026-06-11T14:30:00+00:00,recorded_legacy,False,False,0.02131746870567123,0.0,0.4993087936570239,0.3561753289973175,0.6945305496598554,1.0,0.3561753289973175
moscow/2026-06-11,2026-06-11T15:00:00+00:00,recorded_legacy,True,False,0.18184033575087044,2.0,0.178459037057903,1.112186145788614,1.7233961883674382,0.0,-0.887813854211386
moscow/2026-06-11,2026-06-11T15:30:00+00:00,recorded_legacy,False,False,0.18196767602073205,0.0,0.6367013493078436,0.19570152128873278,0.45145457274066536,1.0,0.19570152128873278
moscow/2026-06-11,2026-06-11T16:00:00+00:00,recorded_legacy,False,False,0.18196767602073205,0.0,0.6367013493078436,0.19570152128873278,0.45145457274066536,1.0,0.19570152128873278
moscow/2026-06-11,2026-06-11T16:30:00+00:00,recorded_legacy,True,False,0.1334069486526085,2.0,0.0004290465085609132,1.572422702690865,7.753945233348466,0.0,-0.42757729730913496
munich/2026-06-11,2026-06-11T14:50:00+00:00,recorded_legacy,True,True,0.272958391666833,2.0,0.6269997360953474,0.2668642543497154,0.46680915924986727,1.0,-1.7331357456502845
munich/2026-06-11,2026-06-11T15:20:00+00:00,recorded_legacy,True,True,0.30094424392913577,2.0,0.6271983254404017,0.2665622135489965,0.4664924798468219,1.0,-1.7334377864510035
munich/2026-06-11,2026-06-11T15:50:00+00:00,recorded_legacy,False,True,0.10337835493549208,0.0,0.840855890332082,0.03922008096275113,0.17333498882642376,1.0,0.03922008096275113
munich/2026-06-11,2026-06-11T16:20:00+00:00,recorded_legacy,True,True,0.12684772547055967,2.0,0.08241016613423832,1.4827447995652447,2.496046474261318,0.0,-0.5172552004347553
paris/2026-06-11,2026-06-11T13:00:00+00:00,recorded_legacy,False,True,0.017539113619055413,0.0,0.8468595681213245,0.03518370798533961,0.16622039722465815,1.0,0.03518370798533961
paris/2026-06-11,2026-06-11T13:30:00+00:00,recorded_legacy,False,True,0.00908869549295821,0.0,0.8451405546695292,0.03632529563547917,0.16825232857039252,1.0,0.03632529563547917
paris/2026-06-11,2026-06-11T14:00:00+00:00,recorded_legacy,False,True,0.05159868707119186,0.0,0.6830094366342584,0.19502362194123515,0.3812466030583915,1.0,0.19502362194123515
paris/2026-06-11,2026-06-11T14:30:00+00:00,recorded_legacy,False,True,0.1831839764890807,0.0,0.43756353622078425,0.6273794592712462,0.8265333580811846,0.0,0.6273794592712462
paris/2026-06-11,2026-06-11T15:00:00+00:00,recorded_legacy,True,True,0.09878126723140396,2.0,0.04959526451428446,1.6166602413547535,3.00385992331147,0.0,-0.3833397586452465
paris/2026-06-11,2026-06-11T15:30:00+00:00,recorded_legacy,False,True,0.06925829834263131,0.0,0.3688448839574517,0.7885718967352452,0.9973790920002846,0.0,0.7885718967352452
paris/2026-06-11,2026-06-11T16:00:00+00:00,recorded_legacy,False,True,0.06689685632863207,0.0,0.53977058147515,0.41951376919159183,0.6166110788178665,1.0,0.41951376919159183
paris/2026-06-11,2026-06-11T16:30:00+00:00,recorded_legacy,False,True,0.11174114918718303,0.0,0.7248389642596262,0.14437883845994468,0.3218057670619615,1.0,0.14437883845994468
warsaw/2026-06-11,2026-06-11T15:30:00+00:00,recorded_legacy,False,False,0.005969297972916787,0.0,0.6367013493078436,0.19570152128873278,0.45145457274066536,1.0,0.19570152128873278
warsaw/2026-06-11,2026-06-11T16:00:00+00:00,recorded_legacy,True,False,0.025239252936258505,2.0,0.17845903705790295,1.1121861457886142,1.7233961883674387,0.0,-0.8878138542113858
warsaw/2026-06-11,2026-06-11T16:30:00+00:00,recorded_legacy,True,False,0.1814317176399015,2.0,0.178459037057903,1.112186145788614,1.7233961883674382,0.0,-0.887813854211386
wellington/2026-05-16,2026-05-15T23:00:00+00:00,recorded_legacy,False,True,0.1542416628178738,0.0,0.8181153591882782,0.055764659313803006,0.20075192642006723,1.0,0.055764659313803006
wellington/2026-05-21,2026-05-20T23:30:00+00:00,recorded_legacy,False,True,0.03801958884164258,0.0,0.8384273216073199,0.040892156251401024,0.17622737815133963,1.0,0.040892156251401024
wellington/2026-05-21,2026-05-21T00:00:00+00:00,recorded_legacy,False,True,0.09629994696211042,0.0,0.8169904920912263,0.056634676426683475,0.2021278217770897,1.0,0.056634676426683475
wellington/2026-05-21,2026-05-21T00:30:00+00:00,recorded_legacy,False,True,0.05304820982520314,0.0,0.8412228525981448,0.03896939616171568,0.17289866885813826,1.0,0.03896939616171568
wellington/2026-05-24,2026-05-23T23:30:00+00:00,recorded_legacy,True,True,0.20902454517560975,2.0,0.4122036190416968,0.684920415338319,0.886237830744581,0.0,-1.315079584661681
wellington/2026-05-24,2026-05-24T00:00:00+00:00,recorded_legacy,False,True,0.18483712392576823,0.0,0.8451126222029071,0.036343939058692445,0.1682853797925489,1.0,0.036343939058692445
wellington/2026-05-24,2026-05-24T00:30:00+00:00,recorded_legacy,False,True,0.11467717420860701,0.0,0.8259743277842403,0.04982209906659521,0.1911915861085153,1.0,0.04982209906659521
wellington/2026-05-25,2026-05-24T23:00:00+00:00,recorded_legacy,False,True,0.06809665792981942,0.0,0.07810179170890133,1.5727059996333397,2.5497422811845167,0.0,1.5727059996333397
wellington/2026-05-25,2026-05-24T23:30:00+00:00,recorded_legacy,True,True,0.051458210609205246,2.0,0.3803767168651783,0.7603682835541749,0.9665931571631519,0.0,-1.239631716445825
wellington/2026-05-25,2026-05-25T00:00:00+00:00,recorded_legacy,False,True,0.036232362130522264,0.0,0.7324872086743708,0.13584918362257337,0.31130940080397296,1.0,0.13584918362257337
wellington/2026-05-27,2026-05-26T23:30:00+00:00,recorded_legacy,True,True,0.08290038113780451,2.0,0.7282201222491799,0.12223773922896358,0.31715191076185956,1.0,-1.8777622607710365
wellington/2026-05-27,2026-05-27T00:00:00+00:00,recorded_legacy,True,True,0.37821322707945004,2.0,0.3869822322151333,0.7444185414879634,0.9493764985951274,0.0,-1.2555814585120366
wellington/2026-05-28,2026-05-27T23:00:00+00:00,recorded_legacy,True,True,0.1893167156638579,2.0,0.6613494869654577,0.21746534374892512,0.4134728542487082,1.0,-1.7825346562510749
wellington/2026-05-29,2026-05-28T23:30:00+00:00,recorded_legacy,False,True,0.22351516376570452,0.0,0.710946970887777,0.14759144007172229,0.3411574358031983,1.0,0.14759144007172229
wellington/2026-05-29,2026-05-29T00:00:00+00:00,recorded_legacy,True,True,0.14593754007170076,2.0,0.056081862675241685,1.307879671160019,2.8809428221989486,0.0,-0.6921203288399811
wellington/2026-06-03,2026-06-02T22:00:00+00:00,recorded_legacy,False,True,0.16407693115485183,0.0,0.8229438798907792,0.05208541821219101,0.1948672703132252,1.0,0.05208541821219101
wellington/2026-06-07,2026-06-07T00:30:00+00:00,recorded_legacy,True,True,0.4487344194381041,2.0,0.3860011937030714,0.7467778304318964,0.9519148170270844,0.0,-1.2532221695681036
wellington/2026-06-09,2026-06-08T22:00:00+00:00,recorded_legacy,False,True,0.09767642325019021,0.0,0.7723732398688528,0.09502343447918302,0.25828737445925887,1.0,0.09502343447918302
wellington/2026-06-09,2026-06-08T22:30:00+00:00,recorded_legacy,False,True,0.09433665619462939,0.0,0.8040959909210644,0.06695599607661464,0.2180366252369254,1.0,0.06695599607661464
wellington/2026-06-10,2026-06-10T00:30:00+00:00,recorded_legacy,True,True,0.06947939240360446,2.0,0.13076912786585465,1.4425609333716234,2.034321893307846,0.0,-0.5574390666283766
wellington/2026-06-11,2026-06-10T22:30:00+00:00,recorded_legacy,True,True,0.07745449675672511,2.0,0.5954408618731256,0.3229024015098242,0.5184532034756554,1.0,-1.677097598490176
wellington/2026-06-11,2026-06-10T23:30:00+00:00,recorded_legacy,True,True,0.06673850314904309,2.0,0.8245397228687908,0.05088914362239084,0.19292996001227752,1.0,-1.9491108563776092
wellington/2026-06-11,2026-06-11T00:00:00+00:00,recorded_legacy,False,True,0.0714515665276072,0.0,0.6941600128165374,0.18086280091532234,0.3650527790335265,1.0,0.18086280091532234
wellington/2026-06-12,2026-06-12T00:00:00+00:00,recorded_legacy,False,True,0.0454356003911619,0.0,0.7382212582204135,0.1296023843375388,0.3035116914283292,1.0,0.1296023843375388
wellington/2026-06-12,2026-06-12T00:30:00+00:00,recorded_legacy,False,True,0.1551259296816918,0.0,0.8467859277837292,0.03523237968694828,0.1663073579703629,1.0,0.03523237968694828
wellington/2026-06-12,2026-06-12T01:00:00+00:00,recorded_legacy,False,True,0.59987428623093,0.0,0.8399624719700901,0.03983256820720251,0.17439806436887328,1.0,0.03983256820720251
wellington/2026-06-12,2026-06-12T01:30:00+00:00,recorded_legacy,True,True,0.06793181141353244,2.0,0.09862254501778646,1.526405878796803,2.3164553922142623,0.0,-0.4735941212031971
wellington/2026-06-12,2026-06-12T02:00:00+00:00,recorded_legacy,False,True,0.012680247176956913,0.0,0.7583199227243445,0.1087079255854594,0.27664992074111117,1.0,0.1087079255854594
wellington/2026-06-12,2026-06-12T02:30:00+00:00,recorded_legacy,False,True,0.0036529636238105123,0.0,0.6117478226012638,0.2968513975340332,0.4914351359607229,1.0,0.2968513975340332
wellington/2026-06-12,2026-06-12T03:00:00+00:00,recorded_legacy,True,True,0.00390065477619439,2.0,0.5754179790888695,0.35628571521473285,0.5526585821087183,1.0,-1.643714284785267
wellington/2026-06-12,2026-06-12T03:30:00+00:00,recorded_legacy,False,True,9.654968478145509e-05,0.0,0.8461650790760412,0.03564354938161429,0.16704080947959676,1.0,0.03564354938161429
wellington/2026-06-14,2026-06-13T23:00:00+00:00,recorded_legacy,False,True,0.4162640576189997,0.0,0.7382212582204163,0.12960238433753582,0.3035116914283254,1.0,0.12960238433753582
wellington/2026-06-14,2026-06-13T23:30:00+00:00,recorded_legacy,True,True,0.3111134176311581,2.0,0.5213050615562254,0.45416755090962435,0.6514198777669624,1.0,-1.5458324490903756
wellington/2026-06-14,2026-06-14T00:00:00+00:00,recorded_legacy,False,True,0.04318086530737908,0.0,0.7111119077379362,0.16025412825347674,0.34092546671474794,1.0,0.16025412825347674
wellington/2026-06-14,2026-06-14T00:30:00+00:00,recorded_legacy,False,True,0.05485672921469842,0.0,0.8460836185895503,0.03569760800246239,0.16713708431989208,1.0,0.03569760800246239
wellington/2026-06-14,2026-06-14T01:00:00+00:00,recorded_legacy,False,True,0.03798245662726152,0.0,0.8393266481525133,0.04027032712113395,0.17515531794759456,1.0,0.04027032712113395
wellington/2026-06-17,2026-06-17T00:00:00+00:00,recorded_legacy,False,True,0.5728332382056132,0.0,0.6134166072102031,0.2941556280319917,0.48871095363815303,1.0,0.2941556280319917
wellington/2026-06-17,2026-06-17T00:30:00+00:00,recorded_legacy,False,True,0.826169057425349,0.0,0.7999784353106539,0.07038688294796068,0.2231705075392081,1.0,0.07038688294796068
wellington/2026-06-24,2026-06-24T01:30:00+00:00,recorded_legacy,True,True,0.22255360312881967,2.0,0.7157411504096395,0.13404510126774374,0.3344366991604889,1.0,-1.8659548987322563
