cluster,ts,model,bucket,model_p,market_p,realized
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,recorded_legacy,exact:26,0.0036,0.04500000000000001,0
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,recorded_legacy,exact:27,0.0,0.0065000000000000014,0
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,recorded_legacy,higher:28,0,0.004,0
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,replay_kalman,exact:24,0.4892,0.6799999999999999,1
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,replay_kalman,exact:25,0.4308,0.27999999999999997,0
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,replay_kalman,exact:26,0.0758,0.04500000000000001,0
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,replay_kalman,exact:27,0.0042,0.0065000000000000014,0
istanbul/2026-06-11,2026-06-11T10:30:12.304092+00:00,replay_kalman,higher:28,0,0.004,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,recorded_legacy,exact:24,0.6295000000000001,0.6799999999999999,1
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,recorded_legacy,exact:25,0.3425000000000001,0.255,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,recorded_legacy,exact:26,0.027600000000000003,0.05000000000000002,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,recorded_legacy,exact:27,0.0004000000000000001,0.005500000000000001,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,replay_kalman,exact:24,0.491,0.6799999999999999,1
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,replay_kalman,exact:25,0.4236,0.255,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,replay_kalman,exact:26,0.0814,0.05000000000000002,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,replay_kalman,exact:27,0.0034,0.005500000000000001,0
istanbul/2026-06-11,2026-06-11T11:05:12.120463+00:00,replay_kalman,higher:28,0.0006,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,recorded_legacy,exact:24,0.6978,0.72,1
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,recorded_legacy,exact:25,0.2851,0.255,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,recorded_legacy,exact:26,0.0171,0.05000000000000002,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,recorded_legacy,exact:27,0.0,0.005500000000000001,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,replay_kalman,exact:24,0.489,0.72,1
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,replay_kalman,exact:25,0.4164,0.255,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,replay_kalman,exact:26,0.0898,0.05000000000000002,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,replay_kalman,exact:27,0.0046,0.005500000000000001,0
istanbul/2026-06-11,2026-06-11T11:15:12.493950+00:00,replay_kalman,higher:28,0.0002,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,recorded_legacy,exact:24,0.9715,0.9450000000000001,1
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,recorded_legacy,exact:25,0.0281,0.05499999999999999,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,recorded_legacy,exact:26,0.0004,0.008,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,recorded_legacy,exact:27,0.0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,replay_kalman,exact:24,0.892,0.9450000000000001,1
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,replay_kalman,exact:25,0.1018,0.05499999999999999,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,replay_kalman,exact:26,0.0062,0.008,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,replay_kalman,exact:27,0.0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T12:35:12.044119+00:00,replay_kalman,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,recorded_legacy,exact:24,0.9699,0.9450000000000001,1
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,recorded_legacy,exact:25,0.0299,0.05499999999999999,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,recorded_legacy,exact:26,0.0002,0.009000000000000003,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,recorded_legacy,exact:27,0.0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,replay_kalman,exact:24,0.8916,0.9450000000000001,1
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,replay_kalman,exact:25,0.1018,0.05499999999999999,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,replay_kalman,exact:26,0.0066,0.009000000000000003,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,replay_kalman,exact:27,0.0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T12:45:13.675164+00:00,replay_kalman,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,recorded_legacy,exact:24,0.9985,0.825,1
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,recorded_legacy,exact:25,0.0015,0.175,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,recorded_legacy,exact:26,0.0,0.013500000000000005,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,recorded_legacy,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,replay_kalman,exact:24,0.9234,0.825,1
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,replay_kalman,exact:25,0.0738,0.175,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,replay_kalman,exact:26,0.0028,0.013500000000000005,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,replay_kalman,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T13:15:15.853329+00:00,replay_kalman,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,recorded_legacy,exact:24,0.999,0.88,1
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,recorded_legacy,exact:25,0.001,0.125,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,recorded_legacy,exact:26,0.0,0.007500000000000002,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,recorded_legacy,exact:27,0.0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,recorded_legacy,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,replay_kalman,exact:24,0.9012,0.88,1
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,replay_kalman,exact:25,0.0944,0.125,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,replay_kalman,exact:26,0.0044,0.007500000000000002,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,replay_kalman,exact:27,0.0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T13:45:16.742276+00:00,replay_kalman,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,recorded_legacy,exact:24,0.9989,0.9099999999999999,1
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,recorded_legacy,exact:25,0.0011,0.08499999999999999,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,recorded_legacy,exact:26,0.0,0.0065000000000000014,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,recorded_legacy,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,recorded_legacy,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,replay_kalman,exact:24,0.9264,0.9099999999999999,1
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,replay_kalman,exact:25,0.0694,0.08499999999999999,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,replay_kalman,exact:26,0.0042,0.0065000000000000014,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,replay_kalman,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T13:55:12.888621+00:00,replay_kalman,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,recorded_legacy,exact:24,1.0,0.9450000000000001,1
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,recorded_legacy,exact:25,0.0,0.04500000000000001,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,recorded_legacy,exact:26,0.0,0.006000000000000001,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,recorded_legacy,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,recorded_legacy,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,replay_kalman,exact:24,0.9804,0.9450000000000001,1
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,replay_kalman,exact:25,0.019,0.04500000000000001,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,replay_kalman,exact:26,0.0006,0.006000000000000001,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,replay_kalman,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T14:10:12.418603+00:00,replay_kalman,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,recorded_legacy,exact:24,1.0,0.975,1
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,recorded_legacy,exact:25,0.0,0.024500000000000008,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,recorded_legacy,exact:26,0.0,0.005,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,recorded_legacy,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,recorded_legacy,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,replay_kalman,exact:24,0.9934,0.975,1
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,replay_kalman,exact:25,0.0066,0.024500000000000008,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,replay_kalman,exact:26,0.0,0.005,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,replay_kalman,exact:27,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T14:30:15.825767+00:00,replay_kalman,higher:28,0,0.0020000000000000005,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,recorded_legacy,exact:24,0.0,0.987,1
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,recorded_legacy,exact:25,0.0,0.013500000000000005,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,recorded_legacy,exact:26,0.0,0.0035000000000000005,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,recorded_legacy,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,recorded_legacy,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,replay_kalman,exact:24,0.9996,0.987,1
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,replay_kalman,exact:25,0.0004,0.013500000000000005,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,replay_kalman,exact:26,0.0,0.0035000000000000005,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,replay_kalman,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T15:20:13.563976+00:00,replay_kalman,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,recorded_legacy,exact:24,0.0001,0.987,1
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,recorded_legacy,exact:25,0.0,0.007,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,recorded_legacy,exact:26,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,recorded_legacy,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,recorded_legacy,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,replay_kalman,exact:24,0.9996,0.987,1
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,replay_kalman,exact:25,0.0004,0.007,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,replay_kalman,exact:26,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,replay_kalman,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T15:50:16.012095+00:00,replay_kalman,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,recorded_legacy,exact:24,0.0,0.987,1
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,recorded_legacy,exact:25,0.0,0.007,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,recorded_legacy,exact:26,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,recorded_legacy,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,recorded_legacy,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,replay_kalman,exact:24,0.9998,0.987,1
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,replay_kalman,exact:25,0.0002,0.007,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,replay_kalman,exact:26,0.0,0.0030000000000000005,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,replay_kalman,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T15:55:11.489870+00:00,replay_kalman,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,recorded_legacy,exact:24,0.0,0.995,1
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,recorded_legacy,exact:25,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,recorded_legacy,exact:26,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,recorded_legacy,exact:27,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,replay_kalman,exact:24,1.0,0.995,1
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,replay_kalman,exact:25,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,replay_kalman,exact:26,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:20:13.739624+00:00,replay_kalman,exact:27,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,recorded_legacy,exact:24,0.0,0.995,1
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,recorded_legacy,exact:25,0.0,0.005,0
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,recorded_legacy,exact:26,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,recorded_legacy,exact:27,0.0,0.004,0
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,replay_kalman,exact:24,1.0,0.995,1
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,replay_kalman,exact:25,0.0,0.005,0
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,replay_kalman,exact:26,0.0,0.0015000000000000005,0
istanbul/2026-06-11,2026-06-11T16:30:15.218626+00:00,replay_kalman,exact:27,0.0,0.004,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,recorded_legacy,exact:24,0.8665,0.685,1
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,recorded_legacy,exact:25,0.1302,0.24,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,recorded_legacy,exact:26,0.0033,0.03450000000000001,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,recorded_legacy,exact:27,0.0,0.006000000000000002,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,replay_kalman,exact:24,0.8082,0.685,1
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,replay_kalman,exact:25,0.1768,0.24,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,replay_kalman,exact:26,0.0148,0.03450000000000001,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,replay_kalman,exact:27,0.0002,0.006000000000000002,0
istanbul/2026-06-12,2026-06-12T10:35:15.980359+00:00,replay_kalman,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,recorded_legacy,exact:24,0.897,0.685,1
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,recorded_legacy,exact:25,0.1018,0.265,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,recorded_legacy,exact:26,0.0012,0.033000000000000015,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,recorded_legacy,exact:27,0.0,0.004000000000000002,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,recorded_legacy,higher:28,0,0.0025000000000000005,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,replay_kalman,exact:24,0.5326,0.685,1
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,replay_kalman,exact:25,0.3952,0.265,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,replay_kalman,exact:26,0.0696,0.033000000000000015,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,replay_kalman,exact:27,0.0024,0.004000000000000002,0
istanbul/2026-06-12,2026-06-12T10:55:15.612244+00:00,replay_kalman,higher:28,0.0002,0.0025000000000000005,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,recorded_legacy,exact:24,0.9841,0.8300000000000001,1
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,recorded_legacy,exact:25,0.0158,0.135,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,recorded_legacy,exact:26,0.0001,0.0085,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,recorded_legacy,exact:27,0.0,0.003000000000000001,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,recorded_legacy,higher:28,0,0.0015000000000000005,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,replay_kalman,exact:24,0.774,0.8300000000000001,1
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,replay_kalman,exact:25,0.2066,0.135,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,replay_kalman,exact:26,0.0182,0.0085,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,replay_kalman,exact:27,0.0012,0.003000000000000001,0
istanbul/2026-06-12,2026-06-12T11:35:16.904333+00:00,replay_kalman,higher:28,0,0.0015000000000000005,0
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:26,0.032,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:27,0.3299,0.345,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:28,0.4905,0.635,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:29,0.1399,0.03500000000000002,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:30,0.0074,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:31,0.0,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,recorded_legacy,exact:32,0.0,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:26,0.0094,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:27,0.2386,0.345,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:28,0.547,0.635,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:29,0.1874,0.03500000000000002,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:30,0.0172,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:31,0.0004,0.0015000000000000005,
istanbul/2026-08-11,2026-08-10T22:40:33.973833+00:00,replay_kalman,exact:32,0.0,0.0015000000000000005,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,recorded_legacy,exact:26,0.43940000000000007,0.20650000000000002,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,recorded_legacy,exact:27,0.46390000000000003,0.76,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,recorded_legacy,exact:28,0.09310000000000002,0.05000000000000002,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,recorded_legacy,exact:29,0.0035000000000000005,0.0015000000000000005,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,replay_kalman,exact:26,0.137,0.20650000000000002,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,replay_kalman,exact:27,0.569,0.76,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,replay_kalman,exact:28,0.2602,0.05000000000000002,
istanbul/2026-08-11,2026-08-11T10:57:58.774217+00:00,replay_kalman,exact:29,0.032,0.0015000000000000005,
